ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member
157.305723,-44.122706,0.010012,1.8e-05,3001.522,5.396264,0.000217,0.000144,300.684,0
157.138311,-44.24357,0.008499,0.000333,2547.936,99.830889,0.170327,0.11339,-148.856,0
157.107237,-44.271526,0.008923,2e-05,2675.048,5.995849,0.205913,0.13708,-22.878,0
157.564189,-44.307926,0.010284,0.00015,3083.066,44.968869,0.261982,0.174406,381.5,0
157.254674,-44.402731,0.009053,0.000127,2714.021,38.073642,0.28221,0.187872,15.747,0
156.963681,-43.903801,0.009354,1.9e-05,2804.259,5.696057,0.329125,0.219104,105.18,0
157.520712,-44.45371,0.009753,0.00015,2923.876,44.968869,0.365002,0.242988,223.73,0
157.467438,-43.538828,0.009823,0.000333,2944.861,99.830889,0.595504,0.396437,244.528,0
156.467833,-43.748,0.009417,0.00015,2823.146,44.968869,0.7088,0.471861,123.898,0
157.50875,-44.821944,0.009146,0.000333,2741.902,99.830889,0.714048,0.475355,43.379,0
156.197888,-43.964331,0.009623,6.3e-05,2884.903,18.886925,0.810964,0.539873,185.105,0
158.7845,-43.691806,0.009645,2.3e-05,2891.498,6.895227,1.145693,0.762708,191.641,0
158.656402,-43.445536,0.009954,2.7e-05,2984.134,8.094396,1.182725,0.787361,283.451,0
159.139875,-44.532667,0.009458,2.3e-05,2835.437,6.895227,1.37888,0.917945,136.08,0
157.917292,-45.483139,0.008886,5.3e-05,2663.956,15.889,1.429298,0.951509,-33.871,0
155.747943,-42.827397,0.009467,0.00015,2838.135,44.968869,1.711422,1.139324,138.754,0
158.838091,-45.648164,0.010044,0.00015,3011.115,44.968869,1.880501,1.251883,310.192,0
157.798203,-46.251409,0.00967,7.3e-05,2898.993,21.884849,2.157643,1.436381,199.069,0
155.793333,-41.959444,0.009203,0.000333,2758.99,99.830889,2.420618,1.611448,60.315,0
158.600748,-46.559463,0.008986,6e-05,2693.935,17.987547,2.607849,1.736091,-4.16,0
159.314538,-41.627531,0.009255,2.1e-05,2774.579,6.295642,2.882055,1.918635,75.765,0
155.348428,-47.083918,0.008936,0.000333,2678.945,99.830889,3.277469,2.181869,-19.016,0
155.803562,-47.338478,0.008933,2.6e-05,2678.046,7.794604,3.391566,2.257825,-19.907,0
